pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,692.480000,652.740000
NaN,NaN,NaN,NaN,692.490000,652.760000
NaN,NaN,NaN,NaN,693.110000,652.670000
NaN,NaN,NaN,NaN,693.740000,652.620000
NaN,NaN,NaN,NaN,693.730000,652.640000
NaN,NaN,NaN,NaN,693.750000,652.630000
NaN,NaN,NaN,NaN,693.750000,652.640000
NaN,NaN,NaN,NaN,693.770000,652.660000
NaN,NaN,NaN,NaN,693.780000,652.660000
NaN,NaN,NaN,NaN,693.780000,652.660000
NaN,NaN,NaN,NaN,693.800000,652.670000
NaN,NaN,NaN,NaN,693.800000,652.680000
NaN,NaN,NaN,NaN,693.810000,652.670000
NaN,NaN,NaN,NaN,693.820000,652.670000
NaN,NaN,NaN,NaN,693.830000,652.670000
NaN,NaN,NaN,NaN,693.860000,652.680000
